text,sentiment,clean_text
My dad knows i got drunk today. And i didnt get in trouble.,positive,dad knows got drunk today didnt get trouble
" so i`ll excuse your love for the Cavs and the west, even though I don`t share it!",neutral,ill excuse love cavs west even though dont share
" Lol - I could try!  Seriously tho, dont do all of it! That sucks! ****",negative,lol could try seriously tho dont sucks
 **** i wanna see the rest!! i only saw like 30 minutes,negative,wan na see rest saw like minutes
Happy mothers day mom!!!  i love you.,positive,happy mothers day mom love
"burning cd`s,,,,,,,,, **** outa blank disc`s",positive,burning cds outa blank discs
" new album is truly genius, so happy with it",positive,new album truly genius happy
 you`re alive!!!!!!  Go w/ The Notebook...it`ll make you cry and stuff,negative,youre alive go w notebookitll make cry stuff
 Okaii Cool!  I Can`t Wait For The Series To Begin It`s Guna Be Awesome  x,positive,okaii cool cant wait series begin guna awesome x
crying to A Walk To Remember as usual,negative,crying walk remember usual
i only hav 8 followers                 !,neutral,hav followers
happy star wars day everyone  off to celebrate with the family... ok we`re not celebrating it but i am going round to the famo`s...,positive,happy star wars day everyone celebrate family ok celebrating going round famos
"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there`s this guy in the video that`s really frickin hot!",positive,also certain cd camp certain somebody gave yeah theres guy video thats really frickin hot
IT`S MOTHER`S DAY,neutral,mothers day
Yay for birthdays  sadly my voice is almost gone :/ but it was a pretty good night!,neutral,yay birthdays sadly voice almost gone pretty good night
"we finally hit 1,000 friends! thanks!",positive,finally hit friends thanks
 I`m part of a religion called People-With-Good-Taste-In-Music. We don`t celebrate Jonas Brothers Day.,neutral,im part religion called peoplewithgoodtasteinmusic dont celebrate jonas brothers day
I`m at work....bored out of my mind.,negative,im workbored mind
watching the notebook,neutral,watching notebook
 Yes because those taxes disguise the booking fees and commissions that online travel portals charge. Try iXiGO.com next time,neutral,yes taxes disguise booking fees commissions online travel portals charge try ixigocom next time
"twitters gettin a lil bit confusin... twitterific?twitdroid?twitterberry? i understant the txt bit tho lol  ah well, twitters cool anyways",neutral,twitters gettin lil bit confusin twitterifictwitdroidtwitterberry understant txt bit tho lol ah well twitters cool anyways
Finally sleep time,neutral,finally sleep time
 http://twitpic.com/4l85a - best kind of gum ever! I just bought a pack,positive,best kind gum ever bought pack
The Heater blew up,negative,heater blew
 i tried. and failed,negative,tried failed
"  just finished mine, some parts were remarkably difficult  cramming kanji now!",negative,finished mine parts remarkably difficult cramming kanji
why is everyones tweets about britains got talent?! i feel left out,negative,everyones tweets britains got talent feel left
yay mothers day  i love mi madre,positive,yay mothers day love mi madre
They wouldn`t reverse any of my overdraft fees.,negative,wouldnt reverse overdraft fees
_N9ne I`m not having a good day,negative,nne im good day
i miss the Soulja Boy dance...,negative,miss soulja boy dance
"I woke up an came to the realization that I can put it off as much as I want, but I need 2 drop some friends. Dammit!",negative,woke came realization put much want need drop friends dammit
11 Days left until freedom. I really just want to get through this weekend. I hate essays.,negative,days left freedom really want get weekend hate essays
  lol you guys are awesome,positive,lol guys awesome
"Home, good night world",positive,home good night world
" http://twitpic.com/4vtlm - awww, she is really cute",positive,really cute
got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!,positive,got alot runnin around today get job app completed file glad got job
lappy charger is completely dead... conserving what`s left of the battery until i can afford to buy a new one,negative,lappy charger completely dead conserving whats left battery afford buy new one
" well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh",neutral,well must say lucky guess means chillin concert huh
Happy Mother`s Day all of the mom`s around the world!  I love mine more than anything in the world and can`t wait to celebrate! WOO!,positive,happy mothers day moms around world love mine anything world cant wait celebrate woo
I put a real pic of myself up. I`m going to miss the avatar.,negative,put real pic im going miss avatar
doing my folio work but keep on getting distracted by deb pics,negative,folio work keep getting distracted deb pics
sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,neutral,sad borders guerrilla gardening book otherwise lovely relaxing day
I can`t sleep. I can`t find my grandmother`s quilt or locket. I`m sick at myself cause I may have lost them somehow. Or they were stolen,negative,cant sleep cant find grandmothers quilt locket im sick cause may lost somehow stolen
Had to take my bad **** dog to the pet hotel....so sad,negative,take bad dog pet hotelso sad
about to hit the sheets.,neutral,hit sheets
"I wish i had my iPod , i need some jonas . I miss their sexy voices  JB forever !",neutral,wish ipod need jonas miss sexy voices jb forever
watching Gilmore Girls reruns!! Don`t know what else to do for the day,neutral,watching gilmore girls reruns dont know else day
"Wow, its hot and miserable. People are probably killing themselves right about now...",negative,wow hot miserable people probably killing right
 Thanks mama ! I absolutely adore her,positive,thanks mama absolutely adore
" ohh snapp, have fun",neutral,ohh snapp fun
Sitting waiting for an exam to start,neutral,sitting waiting exam start
 I don`t think I`ve ever tried peanut butter on toast,neutral,dont think ive ever tried peanut butter toast
" i would but he`s premiering avatar footage and can`t do it then. also, we better hang out.",positive,would hes premiering avatar footage cant also better hang
Home from Chelsea`s  Jam sessions = <3 = Chelsea + Abby = I luh you.,positive,home chelseas jam sessions chelsea abby luh
we`ll be visiting my grandparents later. BTW i just heard katy perry`s HOOK UP whew so cool i love it more than k.clarkson`s version,positive,well visiting grandparents later btw heard katy perrys hook whew cool love kclarksons version
"  very sweet!!! HAHA. I am like super proud to be a new mom!!! I feel like, i got the PERFECT daughter. And i am a GREAT mom!!!",positive,sweet haha like super proud new mom feel like got perfect daughter great mom
gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,negative,gosh im bored earlyn wan na goto sleeeepp work kay
 I`m sure she`ll be fine. They`re not as daft as they look (sometime),neutral,im sure shell fine theyre daft look sometime
HA! I`d give Kristen plenty of free hugs! *sigh* if only I could,neutral,ha id give kristen plenty free hugs sigh could
" And, yes. I <3 mac, if only it weren`t so expensive",neutral,yes mac werent expensive
 I hate cottage cheese.  I even got some fancy stuff last weekend with lemon and berries...I could only eat half of it.,negative,hate cottage cheese even got fancy stuff last weekend lemon berriesi could eat half
  link isn`t working,neutral,link isnt working
I just need to go to the bank,neutral,need go bank
" you should come to Estonia, I know some epic horses here, hehe, and a good trainer and good beaches were to ride!",positive,come estonia know epic horses hehe good trainer good beaches ride
_jonas101 WOW they`re totally amazing and they`re more than awesome,positive,jonas wow theyre totally amazing theyre awesome
